pattern_type,symbol,window,P1_date,P1_price,T_date,T_price,P2_date,P2_price,breakout_date,image_path,P1_high,T1_date,T1_low,P2_high,T2_date,T2_low,P3_date,P3_high
double_bottom,LTIM.NS,3y,2024-06-04,4418.713853680074,2024-07-19,5806.963374076729,2024-08-05,5192.502280949678,2024-08-28,D:\My Projects\pattern\PatternCharts\LTIM.NS\3y\DB\LTIM.NS_DB_pattern_3y_1.png,,,,,,,,
double_top,LTIM.NS,3y,2024-09-19,6494.22075585184,2024-11-04,5522.72757200762,2024-12-16,6707.319709479284,2025-02-14,D:\My Projects\pattern\PatternCharts\LTIM.NS\3y\DT\LTIM.NS_DT_pattern_3y_2.png,,,,,,,,
double_top,LTIM.NS,3y,2024-12-16,6707.319709479284,2024-12-31,5460.638929999791,2025-02-05,6042.330777022684,2025-02-17,D:\My Projects\pattern\PatternCharts\LTIM.NS\3y\DT\LTIM.NS_DT_pattern_3y_3.png,,,,,,,,
head_and_shoulders,LTIM.NS,5y,2021-11-17,,,,2022-01-04,,2022-04-25,D:\My Projects\pattern\PatternCharts\LTIM.NS\5y\HNS\LTIM.NS_HNS_pattern_zoom_5y_1.png,7233.26187417408,2021-11-29,6112.0742979742645,7256.0654539551015,2022-02-24,5335.342398829161,2022-03-09,6238.717405777118
head_and_shoulders,LTIM.NS,5y,2024-10-15,,,,2024-12-16,,2025-02-24,D:\My Projects\pattern\PatternCharts\LTIM.NS\5y\HNS\LTIM.NS_HNS_pattern_zoom_5y_2.png,6471.255961197833,2024-11-04,5522.72757200762,6707.319709479284,2024-12-31,5460.638929999791,2025-02-05,6042.330777022684
double_top,LTIM.NS,5y,2021-11-17,7233.26187417408,2021-11-29,6112.0742979742645,2022-01-04,7256.0654539551015,2022-01-24,D:\My Projects\pattern\PatternCharts\LTIM.NS\5y\DT\LTIM.NS_DT_pattern_5y_1.png,,,,,,,,
double_top,LTIM.NS,5y,2022-01-04,7256.0654539551015,2022-02-24,5335.342398829161,2022-03-09,6238.717405777118,2022-04-19,D:\My Projects\pattern\PatternCharts\LTIM.NS\5y\DT\LTIM.NS_DT_pattern_5y_2.png,,,,,,,,
double_bottom,LTIM.NS,5y,2022-05-26,3569.611660975229,2022-06-03,4259.667960737907,2022-07-14,3692.1865230666326,2022-07-20,D:\My Projects\pattern\PatternCharts\LTIM.NS\5y\DB\LTIM.NS_DB_pattern_5y_3.png,,,,,,,,
double_bottom,LTIM.NS,5y,2022-07-14,3692.1865230666326,2022-08-11,4860.4343218518825,2022-09-19,4104.639644810792,2022-11-11,D:\My Projects\pattern\PatternCharts\LTIM.NS\5y\DB\LTIM.NS_DB_pattern_5y_4.png,,,,,,,,
double_bottom,LTIM.NS,5y,2024-06-04,4418.713853680074,2024-07-19,5806.963374076729,2024-08-05,5192.502280949678,2024-08-28,D:\My Projects\pattern\PatternCharts\LTIM.NS\5y\DB\LTIM.NS_DB_pattern_5y_5.png,,,,,,,,
double_top,LTIM.NS,5y,2024-10-15,6471.255961197833,2024-11-04,5522.72757200762,2024-12-16,6707.319709479284,2025-02-14,D:\My Projects\pattern\PatternCharts\LTIM.NS\5y\DT\LTIM.NS_DT_pattern_5y_6.png,,,,,,,,
double_top,LTIM.NS,5y,2024-12-16,6707.319709479284,2024-12-31,5460.638929999791,2025-02-05,6042.330777022684,2025-02-17,D:\My Projects\pattern\PatternCharts\LTIM.NS\5y\DT\LTIM.NS_DT_pattern_5y_7.png,,,,,,,,
double_bottom,NESTLEIND.NS,1y,2025-01-29,1054.4109488737702,2025-01-31,1180.9402988453558,2025-03-05,1050.582767116736,2025-04-16,D:\My Projects\pattern\PatternCharts\NESTLEIND.NS\1y\DB\NESTLEIND.NS_DB_pattern_1y_1.png,,,,,,,,
double_bottom,NESTLEIND.NS,2y,2025-01-29,1054.4109488737702,2025-01-31,1180.9402988453558,2025-03-05,1050.582767116736,2025-04-16,D:\My Projects\pattern\PatternCharts\NESTLEIND.NS\2y\DB\NESTLEIND.NS_DB_pattern_2y_1.png,,,,,,,,
